phone_number,place_id,email,business_name,full_address,street,cid,image,municipality,plus_code,social_media_links,opening_hours,google_map_url,latitude,longitude,reviews_url,average_rating,review_count,website,categories,phones
(773) 306-5320,ChIJcS1OSRk3DogRWmmEngWxsoM,,Chicago Roofing Repair Plus| Residential and commercial roofing specialist,"6436 W 64th Pl, Chicago, IL 60638, USA","6436 West 64th Place, Chicago",9489842002515487066,https://lh3.googleusercontent.com/places/ANJU3Dv6DsH98k1AKehM8NASUCp4OCK-jRGkIjpqmlUmvfofutROAXnTyadPaeFiIBiXElz4ysji9SG9I4PLGp-mCvTmGEB68lPOKaY=s1600-w400,"Chicago, IL 60638",86HJQ6G8+3X,,"Monday: [Open 24 hours], Tuesday: [Open 24 hours], Wednesday: [Open 24 hours], Thursday: [Open 24 hours], Friday: [Open 24 hours], Saturday: [Open 24 hours], Sunday: [Open 24 hours]",https://maps.google.com/?cid=9489842002515487066,41.7751929,-87.7825974,https://search.google.com/local/reviews?placeid=ChIJcS1OSRk3DogRWmmEngWxsoM&q=Chicago+Roofing+Repair+Plus%7C+Residential+and+commercial+roofing+specialist%2C+6436+W+64th+Pl%2C+Chicago%2C+IL+60638%2C+USA&authuser=0&hl=en&gl=US,4.6,11,https://website-chicagoroofingrepairplus.business.site/?utm_source=gmb&utm_medium=referral,"roofing_contractor, point_of_interest, establishment",+1 773-306-5320
(312) 940-7066,ChIJPVO0SqstDogRLtAhlhvNoUY,,All Roofs Inc. Commercial Roofing,"122 N Dearborn St Unit 17-I, Chicago, IL 60602, USA","122 North Dearborn Street Unit 17-I, Chicago",5089574572271980590,https://lh3.googleusercontent.com/places/ANJU3DuUqS6UWM5PogP6luF-MwuroN-v1wqmFYaEz1uXAN4BZv4kQXaN_LmIKu3xa5vb99QqUCBYdx0lF8kLV1Kl9rrS8QA68u3CJXg=s1600-w400,"Chicago, IL 60602",86HJV9MC+H6,,"Monday: [Open 24 hours], Tuesday: [Open 24 hours], Wednesday: [Open 24 hours], Thursday: [Open 24 hours], Friday: [Open 24 hours], Saturday: [Open 24 hours], Sunday: [Open 24 hours]",https://maps.google.com/?cid=5089574572271980590,41.8838962,-87.6294338,https://search.google.com/local/reviews?placeid=ChIJPVO0SqstDogRLtAhlhvNoUY&q=All+Roofs+Inc.+Commercial+Roofing%2C+122+N+Dearborn+St+Unit+17-I%2C+Chicago%2C+IL+60602%2C+USA&authuser=0&hl=en&gl=US,5,5,https://allroofscommercialroofing.com/,"roofing_contractor, point_of_interest, establishment",+1 312-940-7066
(718) 416-5255,ChIJ__-P4DZewokRnSDUegd3fgw,tj.roofingandwaterproofing@yahoo.com,Thomas James Roofing and Waterproofing,"9522 63rd Rd #116, Queens, NY 11374, USA","9522 63rd Road #116, Queens",900287849529876637,https://lh3.googleusercontent.com/places/ANJU3Ds7OiOlTNKM08F6JVyJ8EqAl0TwftacAF2Ur-6pkORks-5t4QkzqHxDZ6bSV5xSPcvgMUBPEc5yfXf3u_gUivP1x8vVqpARvJE=s1600-w400,Not Available,87G8P4JQ+59,,"Monday: [7:00 AM – 6:00 PM], Tuesday: [7:00 AM – 6:00 PM], Wednesday: [7:00 AM – 6:00 PM], Thursday: [7:00 AM – 6:00 PM], Friday: [7:00 AM – 6:00 PM], Saturday: [7:00 AM – 6:00 PM], Sunday: [Closed]",https://maps.google.com/?cid=900287849529876637,40.7304536,-73.8615519,https://search.google.com/local/reviews?placeid=ChIJ__-P4DZewokRnSDUegd3fgw&q=Thomas+James+Roofing+and+Waterproofing%2C+9522+63rd+Rd+%23116%2C+Queens%2C+NY+11374%2C+USA&authuser=0&hl=en&gl=US,4.8,23,https://www.thomasjamesroofing.com/,"roofing_contractor, store, point_of_interest, establishment",+1 718-416-5255
(917) 297-7470,ChIJk1h1a--JwokRz2FSNmH03Zs,,NY Roofing,"3 Grace Ave, Great Neck, NY 11021, USA","3 Grace Avenue, Great Neck",11231401744092258767,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSX1mtYL8f3jCPWwGO9yCiCJlbi8LikmuJMew,"Great Neck, NY 11021",87G8Q7QC+CF,Not Available,Not Available,https://maps.google.com/?cid=11231401744092258767,40.7885045,-73.728754,https://search.google.com/local/reviews?placeid=ChIJk1h1a--JwokRz2FSNmH03Zs&q=NY+Roofing%2C+3+Grace+Ave%2C+Great+Neck%2C+NY+11021%2C+USA&authuser=0&hl=en&gl=US,5,26,,"roofing_contractor, point_of_interest, establishment",+1 917-297-7470
(917) 459-8918,ChIJX0nlJSdewokRSVorXzgJJtk,8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com,SRT roofing services,"98-17 69th Ave, Queens, NY 11375, USA","98-17 69th Avenue, Queens",15647204093064862281,https://lh3.googleusercontent.com/places/ANJU3DvoyTV3A-uj0GRd3ZQisBKPkqsyZitDJ6-svo2yAO9MASy7xwgfmvyY_wN51T_in0RHLW-eWkA32vZVS-eE6B4AQubO6fbbcSQ=s1600-w400,Not Available,87G8P49X+CF,,"Monday: [7:00 AM – 7:00 PM], Tuesday: [7:00 AM – 7:00 PM], Wednesday: [7:00 AM – 7:00 PM], Thursday: [7:00 AM – 7:00 PM], Friday: [7:00 AM – 7:00 PM], Saturday: [7:00 AM – 7:00 PM], Sunday: [10:00 AM – 2:00 PM]",https://maps.google.com/?cid=15647204093064862281,40.7185838,-73.8512791,https://search.google.com/local/reviews?placeid=ChIJX0nlJSdewokRSVorXzgJJtk&q=SRT+roofing+services%2C+98-17+69th+Ave%2C+Queens%2C+NY+11375%2C+USA&authuser=0&hl=en&gl=US,4.8,65,http://www.srtroofingny.com/,"roofing_contractor, point_of_interest, establishment",+1 917-459-8918
(718) 745-6718,ChIJ3VYJ2EhFwokRe78_wP2ht9Q,,Rocco's All Type Roofing,"814 64th St, Brooklyn, NY 11220, USA","814 64th Street, Brooklyn",15327897968002973563,https://lh3.googleusercontent.com/places/ANJU3Du0vvt81B_b8RCHZENTpsOYybXvQcfxxUViyOczt2iqzt7I0d81LT3vCCa3i9SxSByZTR_kcImPGSZAug9YiQo51pRfJt7Rq_o=s1600-w400,Not Available,87G7JXMQ+49,,"Monday: [8:00 AM – 5:00 PM], Tuesday: [8:00 AM – 5:00 PM], Wednesday: [8:00 AM – 5:00 PM], Thursday: [8:00 AM – 5:00 PM], Friday: [8:00 AM – 5:00 PM], Saturday: [10:00 AM – 1:00 PM], Sunday: [10:00 AM – 1:00 PM]",https://maps.google.com/?cid=15327897968002973563,40.632775,-74.011574,https://search.google.com/local/reviews?placeid=ChIJ3VYJ2EhFwokRe78_wP2ht9Q&q=Rocco%27s+All+Type+Roofing%2C+814+64th+St%2C+Brooklyn%2C+NY+11220%2C+USA&authuser=0&hl=en&gl=US,5,5,https://www.aroccoroofing.com/,"roofing_contractor, general_contractor, point_of_interest, establishment",+1 718-745-6718
(570) 406-3134,ChIJAeB-dJoUzkERi554F34VZi0,cvroom51@gmail.com,Chris The Roofer NYC - Residential Roofing Contractors and Professional Roofing Service in Staten Island NY,"40 Fillat St, Staten Island, NY 10314, USA","40 Fillat Street, Staten Island",3271325810635087499,https://lh3.googleusercontent.com/places/ANJU3Dt-3WWvymsH_trFZIeoNPU-hx4LBDw8cfZ9gLtbalY91Or8L7kOn1moKgmD6tRkD976tlCCTd0wxi7bqtoRloKGdoqaEDdZOwI=s1600-w400,Not Available,87G7JV75+33,,"Monday: [8:00 AM – 9:00 PM], Tuesday: [8:00 AM – 9:00 PM], Wednesday: [8:00 AM – 9:00 PM], Thursday: [8:00 AM – 9:00 PM], Friday: [8:00 AM – 9:00 PM], Saturday: [9:00 AM – 7:00 PM], Sunday: [Closed]",https://maps.google.com/?cid=3271325810635087499,40.6126923,-74.1423696,https://search.google.com/local/reviews?placeid=ChIJAeB-dJoUzkERi554F34VZi0&q=Chris+The+Roofer+NYC+-+Residential+Roofing+Contractors+and+Professional+Roofing+Service+in+Staten+Island+NY%2C+40+Fillat+St%2C+Staten+Island%2C+NY+10314%2C+USA&authuser=0&hl=en&gl=US,5,19,https://christheroofer-nyc.com/,"roofing_contractor, point_of_interest, establishment",+1 570-406-3134
(917) 440-1800,ChIJKTOOesVbwokRMc8dEnLR4G0,,Roman Commercial Roofing,"7 Harrison St # 2n, New York, NY 10013, USA","7 Harrison Street # 2n, New York",7917558432777752369,https://lh3.googleusercontent.com/places/ANJU3Dt26AcyDglbue1njG7cyblVooqFijgmhxiePmRcD8UH3LYMU1_t2fQfLZb1Ti0JglAZICaj8aJv-0eRZm2oii13oga16fjSgpA=s1600-w400,"New York, NY 10013",87G7PX9R+C6,Facebook:  https://www.facebook.com/2008/   ,"Monday: [Open 24 hours], Tuesday: [Open 24 hours], Wednesday: [Open 24 hours], Thursday: [Open 24 hours], Friday: [Open 24 hours], Saturday: [Open 24 hours], Sunday: [Open 24 hours]",https://maps.google.com/?cid=7917558432777752369,40.71850990000001,-74.00949299999999,https://search.google.com/local/reviews?placeid=ChIJKTOOesVbwokRMc8dEnLR4G0&q=Roman+Commercial+Roofing%2C+7+Harrison+St+%23+2n%2C+New+York%2C+NY+10013%2C+USA&authuser=0&hl=en&gl=US,5,9,https://www.romancommercialroofing.com/,"roofing_contractor, point_of_interest, establishment",+1 917-440-1800
(206) 285-4211,ChIJr6vQvk4VkFQRxuqV_8FmRRk,admin@wardcocpa.com,"Ward & Company, P.S.","2401 4th Ave #840, Seattle, WA 98121, USA","2401 4th Avenue #840, Seattle",1820974607743969990,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSX1mtYL8f3jCPWwGO9yCiCJlbi8LikmuJMew,"Seattle, WA 98121",84VVJM83+FJ,,"Monday: [9:30 AM – 6:00 PM], Tuesday: [9:30 AM – 6:00 PM], Wednesday: [9:30 AM – 6:00 PM], Thursday: [9:30 AM – 6:00 PM], Friday: [9:30 AM – 6:00 PM], Saturday: [Closed], Sunday: [Closed]",https://maps.google.com/?cid=1820974607743969990,47.61621359999999,-122.3459753,https://search.google.com/local/reviews?placeid=ChIJr6vQvk4VkFQRxuqV_8FmRRk&q=Ward+%26+Company%2C+P.S.%2C+2401+4th+Ave+%23840%2C+Seattle%2C+WA+98121%2C+USA&authuser=0&hl=en&gl=US,3.7,3,http://wardcocpa.com/,"accounting, finance, point_of_interest, establishment",+1 206-285-4211
(206) 420-2246,ChIJHQE9KRgVkFQR2mMF8YxWXBM,hello@ranta-cpa.com,Ranta CPA + Associates,"1818 Westlake Ave N #424, Seattle, WA 98109, USA","1818 Westlake Avenue North #424, Seattle",1395085147917083610,https://lh3.googleusercontent.com/places/ANJU3DuynrIX_iry1nQss0P-yAXWuPRmC6aeSzUu8qPWkJCajqOrakfaaz_DYKQr0GCHzwDvj0ZjtUBcQmoi-70klVsB1Vj6RiAjuh0=s1600-w400,"Seattle, WA 98109",84VVJMP6+53,,"Monday: [8:00 AM – 5:00 PM], Tuesday: [8:00 AM – 5:00 PM], Wednesday: [8:00 AM – 5:00 PM], Thursday: [8:00 AM – 5:00 PM], Friday: [8:00 AM – 5:00 PM], Saturday: [Closed], Sunday: [Closed]",https://maps.google.com/?cid=1395085147917083610,47.635474,-122.339785,https://search.google.com/local/reviews?placeid=ChIJHQE9KRgVkFQR2mMF8YxWXBM&q=Ranta+CPA+%2B+Associates%2C+1818+Westlake+Ave+N+%23424%2C+Seattle%2C+WA+98109%2C+USA&authuser=0&hl=en&gl=US,3.9,13,https://ranta-cpa.com/,"accounting, finance, point_of_interest, establishment",+1 206-420-2246
(206) 623-3790,ChIJNdV1E7xqkFQRt0EKhG4vOdM,,P Y Sugamura Jr & Co,"671 S Jackson St UNIT 202, Seattle, WA 98104, USA","671 South Jackson Street UNIT 202, Seattle",15220248567383474615,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSX1mtYL8f3jCPWwGO9yCiCJlbi8LikmuJMew,"Seattle, WA 98104",84VVHMXG+H8,Not Available,Not Available,https://maps.google.com/?cid=15220248567383474615,47.5989999,-122.3241438,https://search.google.com/local/reviews?placeid=ChIJNdV1E7xqkFQRt0EKhG4vOdM&q=P+Y+Sugamura+Jr+%26+Co%2C+671+S+Jackson+St+UNIT+202%2C+Seattle%2C+WA+98104%2C+USA&authuser=0&hl=en&gl=US,,,,"accounting, finance, point_of_interest, establishment",+1 206-623-3790
(206) 281-8116,ChIJ-0z4OUUVkFQRcetV0GBXpqU,8c4075d5481d476e945486754f783364@sentry.io,"Jana W Helmuth, CPA","117 1st Ave N, Seattle, WA 98109, USA","117 1st Avenue North, Seattle",11936323935715847025,https://lh3.googleusercontent.com/places/ANJU3DtG7TQL81YeY8T17De6GendWNKDlHd5cMeUuEZgf0EmhyVbWBfNnwBGMQbLjzoTokpADZGK05nwhN3Dq2P_8_SxqfuD2ZP3CjE=s1600-w400,"Seattle, WA 98109",84VVJJ9V+MQ,,"Monday: [8:00 AM – 5:00 PM], Tuesday: [8:00 AM – 5:00 PM], Wednesday: [8:00 AM – 5:00 PM], Thursday: [8:00 AM – 5:00 PM], Friday: [8:00 AM – 5:00 PM], Saturday: [Closed], Sunday: [Closed]",https://maps.google.com/?cid=11936323935715847025,47.6191568,-122.3556239,https://search.google.com/local/reviews?placeid=ChIJ-0z4OUUVkFQRcetV0GBXpqU&q=Jana+W+Helmuth%2C+CPA%2C+117+1st+Ave+N%2C+Seattle%2C+WA+98109%2C+USA&authuser=0&hl=en&gl=US,,,http://www.janahelmuth.com/,"accounting, finance, point_of_interest, establishment",+1 206-281-8116
(206) 325-5228,ChIJUX7gv6RqkFQR8mKMxEmOpqc,,"Jeffrey May, CPA","419 Occidental Ave S #600, Seattle, WA 98104, USA","419 Occidental Avenue South #600, Seattle",12080499497949225714,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSX1mtYL8f3jCPWwGO9yCiCJlbi8LikmuJMew,"Seattle, WA 98104",84VVHMX8+CP,,Not Available,https://maps.google.com/?cid=12080499497949225714,47.5985547,-122.3332075,https://search.google.com/local/reviews?placeid=ChIJUX7gv6RqkFQR8mKMxEmOpqc&q=Jeffrey+May%2C+CPA%2C+419+Occidental+Ave+S+%23600%2C+Seattle%2C+WA+98104%2C+USA&authuser=0&hl=en&gl=US,,,http://www.jeffreymaycpa.com/,"accounting, finance, point_of_interest, establishment",+1 206-325-5228
(206) 860-9000,ChIJEf00NiprkFQRsL0oSlUGues,rwilliams@aplustbs.com,A+ Tax & Accounting,"913 S Jackson St Ste E, Seattle, WA 98104, USA","913 South Jackson Street Ste E, Seattle",16985614432990707120,https://lh3.googleusercontent.com/places/ANJU3Dsteeh5lQq89kCdZmR2dyjgFqj1TcmkMbz8j6kEyZbqzCVuAfqrhmgDBnoSNlzDSjmCw2e4c2bwLEdIGvH2nKgQDkHLcmijVkQ=s1600-w400,"Seattle, WA 98104",84VVHMXJ+C3,,"Monday: [10:00 AM – 5:00 PM], Tuesday: [10:00 AM – 5:00 PM], Wednesday: [10:00 AM – 5:00 PM], Thursday: [10:00 AM – 5:00 PM], Friday: [10:00 AM – 5:00 PM], Saturday: [10:00 AM – 5:00 PM], Sunday: [10:00 AM – 5:00 PM]",https://maps.google.com/?cid=16985614432990707120,47.59859609999999,-122.3198083,https://search.google.com/local/reviews?placeid=ChIJEf00NiprkFQRsL0oSlUGues&q=A%2B+Tax+%26+Accounting%2C+913+S+Jackson+St+Ste+E%2C+Seattle%2C+WA+98104%2C+USA&authuser=0&hl=en&gl=US,5,1,http://www.aplustbs.com/,"accounting, finance, point_of_interest, establishment",+1 206-860-9000
