phone_number,place_id,email,business_name,full_address,street,cid,image,municipality,plus_code,social_media_links,opening_hours,google_map_url,latitude,longitude,reviews_url,average_rating,review_count,website,categories,phones
0809 607 8690,ChIJZ4Gz9-mROxAREB1_prmbjb8,,DE CARIBBEAN LUXURY HOTEL AND SUITES,"411 E close, Gowon estate 100276, Lagos, Nigeria","411 E close, Lagos",13802859654625041680,https://lh3.googleusercontent.com/places/ANJU3Dv0Bx2ICEM-CB1gP1eJbzGLWgWJVOKO7i62MX5z33skusdJx9kl2gxH7-jHrfof27yeMzuqY0qJP4Wyed_V1RKk5-FI9eDi2Gg=s1600-w400,"Lagos, LA 100276",6FR5J75R+JP,Not Available,Not Available,https://maps.google.com/?cid=13802859654625041680,6.609009599999999,3.291771499999999,https://search.google.com/local/reviews?placeid=ChIJZ4Gz9-mROxAREB1_prmbjb8&q=DE+CARIBBEAN+LUXURY+HOTEL+AND+SUITES%2C+411+E+close%2C+Gowon+estate+100276%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,4,124,,"lodging, point_of_interest, establishment",+234 809 607 8690
0906 934 2563,ChIJcYu4RySSOxARUpnzqtgrfXE,info@rightgatehotel.com,"Rightgate Hotel, Ikeja","Omoyemi Adesoga Cl, Opebi 101233, Ikeja, Lagos, Nigeria","Omoyemi Adesoga Close, Ikeja",8177740707955710290,https://lh3.googleusercontent.com/places/ANJU3DveDgjkLHtlMs4eQH-FE3D0NQZfogka6BX1GA-HTXJH3dhb52YPPzBEyZ_FufNdkMQcPFYIeqTk4b56nrwqj-TK1XitFMLgHw=s1600-w400,"Ikeja, LA 101233",6FR5H8WW+43,,Not Available,https://maps.google.com/?cid=8177740707955710290,6.5953698,3.3452037,https://search.google.com/local/reviews?placeid=ChIJcYu4RySSOxARUpnzqtgrfXE&q=Rightgate+Hotel%2C+Ikeja%2C+Omoyemi+Adesoga+Cl%2C+Opebi+101233%2C+Ikeja%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,4.1,479,https://rightgatehotel.com/,"night_club, bar, lodging, restaurant, food, point_of_interest, establishment",+234 906 934 2563
(570) 226-1337,ChIJd4Ulps6xxIkRzy5v8GdL2Jk,info@ledgeshotel.com,Ledges Hotel,"120 Falls Ave, Hawley, PA 18428, USA","120 Falls Avenue, Hawley",11085693392560008911,https://lh3.googleusercontent.com/places/ANJU3DvTYeLSccJY7fF2yArSfpzb4eddETmcQWGyw3raX0W7q2YNMTWmn4rbogEq-AAnPqTUhi8O9Uv28DHjP4FQ3jHjr-Fkt0Itxy0=s1600-w400,"Hawley, PA 18428",87H6FRCH+VC,Facebook:  https://www.facebook.com/LedgesHotel/   Instagram:  https://www.Instagram.com/ledgeshotel/ LinkedIn:  https://www.LinkedIn.com/company/settlers-hospitality/  YouTube_Channel:  https://www.youtube.com/channel/UCc0kkaISt7-ouW9vXXLyZtA/  ,"Monday: [Open 24 hours], Tuesday: [Open 24 hours], Wednesday: [Open 24 hours], Thursday: [Open 24 hours], Friday: [Open 24 hours], Saturday: [Open 24 hours], Sunday: [Open 24 hours]",https://maps.google.com/?cid=11085693392560008911,41.472246,-75.17141269999999,https://search.google.com/local/reviews?placeid=ChIJd4Ulps6xxIkRzy5v8GdL2Jk&q=Ledges+Hotel%2C+120+Falls+Ave%2C+Hawley%2C+PA+18428%2C+USA&authuser=0&hl=en&gl=US,4.5,580,https://ledgeshotel.com/,"lodging, point_of_interest, establishment",+1 570-226-1337
,ChIJo__XfhuROxAR2DtSKcv1-78,,Goldlux Hotel,"293, Old Ipaja Road, Opp NYSC Camp, Iyana-Ipaja., Ipaja 102212, Lagos, Nigeria","293, Old Ipaja Road, Opp NYSC Camp, Iyana-Ipaja., Lagos",13833920933319031768,https://lh3.googleusercontent.com/places/ANJU3DvMyNSR-PY-fvcRff9ERRSvWoqD890WT465Y92dhL5t0jLW_IxdQBMvDy3szQ8SOBntiZDWH4hxc2pi1Wg2e8gcWqrfdmzMl-E=s1600-w400,"Lagos, LA 102212",6FR5J8F3+GF,Not Available,Not Available,https://maps.google.com/?cid=13833920933319031768,6.6238495,3.3036776,https://search.google.com/local/reviews?placeid=ChIJo__XfhuROxAR2DtSKcv1-78&q=Goldlux+Hotel%2C+293%2C+Old+Ipaja+Road%2C+Opp+NYSC+Camp%2C+Iyana-Ipaja.%2C+Ipaja+102212%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,3.8,111,,"lodging, point_of_interest, establishment",
(855) 771-5214,ChIJu2hvxRGmIIYRoSvQhExrc1Y,,Bourbon Orleans Hotel,"717 Orleans St, New Orleans, LA 70116, USA","717 Orleans Street, New Orleans",6229440685973449633,https://lh3.googleusercontent.com/places/ANJU3DuMeggC6-I328SNepX_1jd75wGbeZmFMK62NK_ReHdxSVAmXQq8L5euqhIN7BolXE4LCZNpuDLJYdeq6GggNyy5ZznrZIzUnJ0=s1600-w400,"New Orleans, LA 70116",76XFXW5P+F4,Facebook:  https://www.facebook.com/BourbonOrleans/   Instagram:  https://www.Instagram.com/bourbonorleanshotel/ ,Not Available,https://maps.google.com/?cid=6229440685973449633,29.9587297,-90.06471499999999,https://search.google.com/local/reviews?placeid=ChIJu2hvxRGmIIYRoSvQhExrc1Y&q=Bourbon+Orleans+Hotel%2C+717+Orleans+St%2C+New+Orleans%2C+LA+70116%2C+USA&authuser=0&hl=en&gl=US,4.4,2274,http://www.bourbonorleans.com/?utm_source=google-gbp&utm_medium=organic&utm_campaign=gbp,"lodging, point_of_interest, establishment",+1 855-771-5214
(410) 796-9830,ChIJF6vX2-Pjt4kRbKAo0YoibTo,,The Hotel at Arundel Preserve,"7795 Arundel Mills Blvd, Hanover, MD 21076, USA","7795 Arundel Mills Boulevard, Hanover",4210059206271213676,https://lh3.googleusercontent.com/places/ANJU3DviBYNr8AxJSGqqxnWObrF1gSoa-R5WDGvQiGiF5uqagcrZadVivW7X87rXD96pTfnLxBByQhD1UWjvHHaFWwJxCDoGdHQ9QGc=s1600-w400,"Hanover, MD 21076",87F55724+RC,Facebook:  https://www.facebook.com/TheHotelatArundelPreserve/   Twitter:  https://www.Twitter.com/HotelArundel/    Instagram:  https://www.Instagram.com/thehotelarundel/ LinkedIn:  https://www.LinkedIn.com/company/the-hotel-at-arundel-preserve/  ,"Monday: [Open 24 hours], Tuesday: [Open 24 hours], Wednesday: [Open 24 hours], Thursday: [Open 24 hours], Friday: [Open 24 hours], Saturday: [Open 24 hours], Sunday: [Open 24 hours]",https://maps.google.com/?cid=4210059206271213676,39.152118,-76.7439229,https://search.google.com/local/reviews?placeid=ChIJF6vX2-Pjt4kRbKAo0YoibTo&q=The+Hotel+at+Arundel+Preserve%2C+7795+Arundel+Mills+Blvd%2C+Hanover%2C+MD+21076%2C+USA&authuser=0&hl=en&gl=US,4.5,1241,https://www.thehotelarundel.com/?utm_source=local&utm_medium=organic&utm_campaign=website_link,"lodging, point_of_interest, establishment",+1 410-796-9830
0806 163 3510,ChIJgy_ygLXbOxARa-1_IrhoUoc,,Remo Majestic Hotel,"Along Afolabi, Kehinde Isijola Ave, 121102, Sagamu, Ogun State, Nigeria","Along Afolabi, Kehinde Isijola Avenue, Sagamu",9750971283272625515,https://lh3.googleusercontent.com/places/ANJU3DsBJ_0fSLHUFmGeYOhZeO8ufXiS2ypkBka-pRDVAEPA2_s_ERr4Us88ShJ6jvyOtiI0LHLtt72k3XIt7rj5NrENOEF6Ga3t_pA=s1600-w400,"Sagamu, OG 121102",6FR5VJ6V+33,,Not Available,https://maps.google.com/?cid=9750971283272625515,6.8602458,3.6427081,https://search.google.com/local/reviews?placeid=ChIJgy_ygLXbOxARa-1_IrhoUoc&q=Remo+Majestic+Hotel%2C+Along+Afolabi%2C+Kehinde+Isijola+Ave%2C+121102%2C+Sagamu%2C+Ogun+State%2C+Nigeria&authuser=0&hl=en&gl=US,3.9,521,https://www.remomajestichotel.com/,"lodging, point_of_interest, establishment",+234 806 163 3510
(866) 815-4365,ChIJZ4lcwszFyIAR7nw_Ba2KrO0,,New York-New York Hotel & Casino,"3790 S Las Vegas Blvd, Las Vegas, NV 89109, USA","3790 South Las Vegas Boulevard, Las Vegas",17126215958705175790,https://lh3.googleusercontent.com/places/ANJU3DtCRrv1uOyYRfyhUYuQZrlT3MUuWBEN3kiWmDyTnNu8AjzuSK-TSluz1rZAeU1s4ARRzerDGLC2xFCGZelJSmwkstFbKJzbugA=s1600-w400,"Las Vegas, NV 89109",85864R2G+V6,Facebook:  https://www.facebook.com/NewYorkNewYorkLasVegas/   Twitter:  https://www.Twitter.com/NYNYVegas/    Instagram:  https://www.Instagram.com/NYNYVegas/ ,"Monday: [Open 24 hours], Tuesday: [Open 24 hours], Wednesday: [Open 24 hours], Thursday: [Open 24 hours], Friday: [Open 24 hours], Saturday: [Open 24 hours], Sunday: [Open 24 hours]",https://maps.google.com/?cid=17126215958705175790,36.102132,-115.1744225,https://search.google.com/local/reviews?placeid=ChIJZ4lcwszFyIAR7nw_Ba2KrO0&q=New+York-New+York+Hotel+%26+Casino%2C+3790+S+Las+Vegas+Blvd%2C+Las+Vegas%2C+NV+89109%2C+USA&authuser=0&hl=en&gl=US,4.4,72638,https://newyorknewyork.mgmresorts.com/en.html?ecid=GMB_NY_HO,"casino, lodging, point_of_interest, establishment",+1 866-815-4365
(312) 337-2888,ChIJY73MNVPTD4gR61-AxyJIXUo,,The Peninsula Chicago,"108 E Superior St, Chicago, IL 60611, USA","108 East Superior Street, Chicago",5358518445853925355,https://lh3.googleusercontent.com/places/ANJU3DsVTp6jJNPlm8_db6LvjnWPWQOq8w6eoWEonMsGEOmC021wTMHEooQ91Ebl9Y7emVNU1IP2xzVclvrhLOaR6R7JsSGYH9Y3Vco=s1600-w400,"Chicago, IL 60611",86HJV9WF+9X,,"Monday: [Open 24 hours], Tuesday: [Open 24 hours], Wednesday: [Open 24 hours], Thursday: [Open 24 hours], Friday: [Open 24 hours], Saturday: [Open 24 hours], Sunday: [Open 24 hours]",https://maps.google.com/?cid=5358518445853925355,41.8959069,-87.6251182,https://search.google.com/local/reviews?placeid=ChIJY73MNVPTD4gR61-AxyJIXUo&q=The+Peninsula+Chicago%2C+108+E+Superior+St%2C+Chicago%2C+IL+60611%2C+USA&authuser=0&hl=en&gl=US,4.7,2353,https://www.peninsula.com/en/chicago/5-star-luxury-hotel-downtown-chicago,"lodging, point_of_interest, establishment",+1 312-337-2888
0817 363 3202,ChIJ6WxSQCiSOxAR0loU7uO6Crw,,Ikeja Central Hotel,"6 Obe Street, Off Adeniyi Jones, Ikeja 101233, Ikeja, Lagos, Nigeria","6 Obe Street, Off Adeniyi Jones, Ikeja",13549847917012212434,https://lh3.googleusercontent.com/places/ANJU3Dvjf9jm2XZ7MKRfmQ7HMUFYZ7gPBdjdovWgCVmW1VKqHGNXfDapEqp31U0IsAOltJ2i-Q43ygLbFa_s1EHezulbzC8p47WfOio=s1600-w400,"Ikeja, LA 101233",6FR5J82Q+RW,Not Available,"Monday: [Open 24 hours], Tuesday: [Open 24 hours], Wednesday: [Open 24 hours], Thursday: [Open 24 hours], Friday: [Open 24 hours], Saturday: [Open 24 hours], Sunday: [Open 24 hours]",https://maps.google.com/?cid=13549847917012212434,6.6020123,3.3397972,https://search.google.com/local/reviews?placeid=ChIJ6WxSQCiSOxAR0loU7uO6Crw&q=Ikeja+Central+Hotel%2C+6+Obe+Street%2C+Off+Adeniyi+Jones%2C+Ikeja+101233%2C+Ikeja%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,3.3,370,,"lodging, bar, restaurant, point_of_interest, food, establishment",+234 817 363 3202
(303) 628-5400,ChIJQVN1ZsN4bIcR5mODm8mszkQ,,The Oxford Hotel,"1600 17th St, Denver, CO 80202, USA","1600 17th Street, Denver",4958090221678978022,https://lh3.googleusercontent.com/places/ANJU3Dt_jRRWiJBwPFmgV9kFm-bGnktLPWItNHMTJ9CUg68kTkPwT65sK9XvJwkJOag55C0e-hqRi1s4xrXFNLyPtcoi7YckYmoq_5k=s1600-w400,"Denver, CO 80202",85FQQ222+W8,Facebook:  https://www.facebook.com/OxfordHotelDenver/   Instagram:  https://www.Instagram.com/theoxfordhotelandspa/ ,"Monday: [Open 24 hours], Tuesday: [Open 24 hours], Wednesday: [Open 24 hours], Thursday: [Open 24 hours], Friday: [Open 24 hours], Saturday: [Open 24 hours], Sunday: [Open 24 hours]",https://maps.google.com/?cid=4958090221678978022,39.75226290000001,-104.9992317,https://search.google.com/local/reviews?placeid=ChIJQVN1ZsN4bIcR5mODm8mszkQ&q=The+Oxford+Hotel%2C+1600+17th+St%2C+Denver%2C+CO+80202%2C+USA&authuser=0&hl=en&gl=US,4.6,1395,http://www.theoxfordhotel.com/?utm_source=google&utm_medium=organic&utm_campaign=google-my-business,"lodging, point_of_interest, establishment",+1 303-628-5400
0806 486 7157,ChIJ98llwDmQOxAR9b_27SnzHgs,,Mayoral hotel & Suites,"14 Aminu Ajibode Ave, Isheri Olofin 102213, Lagos, Nigeria","14 Aminu Ajibode Avenue, Lagos",801345145130106869,https://lh3.googleusercontent.com/places/ANJU3DtJ27HYBGhL3BtQAnwKLqkf4btgcUoHSzFVzo2S-A75t3gbUfH98mtYD0EPaH8dRAv9yLqgnme3S-iK3bjzBu57_r-16OyKraM=s1600-w400,"Lagos, LA 102213",6FR5H7PP+2W,,Not Available,https://maps.google.com/?cid=801345145130106869,6.5850675,3.287341799999999,https://search.google.com/local/reviews?placeid=ChIJ98llwDmQOxAR9b_27SnzHgs&q=Mayoral+hotel+%26+Suites%2C+14+Aminu+Ajibode+Ave%2C+Isheri+Olofin+102213%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,4,672,http://mayoralhotel.com/,"lodging, point_of_interest, establishment",+234 806 486 7157
(305) 712-7000,ChIJMUSwboO22YgRDFlX6qQGxrE,,EAST Miami,"788 Brickell Plaza, Miami, FL 33131, USA","788 Brickell Plaza, Miami",12809933495477950732,https://lh3.googleusercontent.com/places/ANJU3DvVyKoPHc8xleZt3Kkx5YM8OWPNnFei3xlsuog4NqqhBHrx5tua-95KzmvW8W5ahZwjTBobLzsEzlF8j6Oa-sC_xOEGA0ocW2E=s1600-w400,"Miami, FL 33131",76QXQR84+JW,Facebook:  https://www.facebook.com/EASTMiami/   Instagram:  https://www.Instagram.com/p/ ,"Monday: [Open 24 hours], Tuesday: [Open 24 hours], Wednesday: [Open 24 hours], Thursday: [Open 24 hours], Friday: [Open 24 hours], Saturday: [Open 24 hours], Sunday: [Open 24 hours]",https://maps.google.com/?cid=12809933495477950732,25.76662259999999,-80.1926723,https://search.google.com/local/reviews?placeid=ChIJMUSwboO22YgRDFlX6qQGxrE&q=EAST+Miami%2C+788+Brickell+Plaza%2C+Miami%2C+FL+33131%2C+USA&authuser=0&hl=en&gl=US,4.5,2881,https://www.easthotels.com/en/miami/,"lodging, point_of_interest, establishment",+1 305-712-7000
(212) 413-4200,ChIJY8Z4tKZZwokRjgZpfMYMV44,,The New York EDITION,"5 Madison Ave, New York, NY 10010, USA","5 Madison Avenue, New York",10256680722989909646,https://lh3.googleusercontent.com/places/ANJU3Dsgi47w00yy8NtHGsC26uQsakotL9Af_QSiD9hKLAZ4ecwJ-LMToP2oUT3m7FSGb8WHJ3racUYgIFOH9p2a2io3zGkOeSc3oNY=s1600-w400,"New York, NY 10010",87G8P2R7+G3,,Not Available,https://maps.google.com/?cid=10256680722989909646,40.741286,-73.98735769999999,https://search.google.com/local/reviews?placeid=ChIJY8Z4tKZZwokRjgZpfMYMV44&q=The+New+York+EDITION%2C+5+Madison+Ave%2C+New+York%2C+NY+10010%2C+USA&authuser=0&hl=en&gl=US,4.5,1070,https://www.marriott.com/en-us/hotels/nyceb-the-new-york-edition/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,"lodging, point_of_interest, establishment",+1 212-413-4200
