phone_number,place_id,email,business_name,full_address,street,cid,image,municipality,plus_code,social_media_links,opening_hours,google_map_url,latitude,longitude,reviews_url,average_rating,review_count,website,categories,phones
0812 892 6408,ChIJY2RrPkXlpSER3mUTC4H_kCE,,GOD’S FAVOUR ROOFING HUB,"No 50/52 Abeokuta Expressway, Cement Lagos NG, B/Stop, Union Rd, Dopemu 100283, Agege, Lagos, Nigeria","B/Stop, No 50/52 Abeokuta Expressway, Cement Lagos NG, Union Road, Agege",2418713929599641054,https://lh3.googleusercontent.com/places/ANJU3DtXqddiU5r6uyXAi847jOk5xMPHgWe65Bl5LWk3PsSBkeeQxgXmWhh19OtB4CMi0ah-SYOWH6f24qPgmzI4HZejd5EBcnaAuNI=s1600-w400,"Agege, LA 100283",6FR5J848+HM,Facebook:  https://www.facebook.com/brand/   Twitter:  https://www.Twitter.com/whatsapp/    Instagram:  https://www.Instagram.com/whatsapp/ YouTube_Channel:  https://www.youtube.com/channel/UCAuerig2N-RZWJT8x75V9yw/  ,"Monday: [Open 24 hours], Tuesday: [Open 24 hours], Wednesday: [Open 24 hours], Thursday: [Open 24 hours], Friday: [Open 24 hours], Saturday: [Open 24 hours], Sunday: [Open 24 hours]",https://maps.google.com/?cid=2418713929599641054,6.606401999999999,3.3166955,https://search.google.com/local/reviews?placeid=ChIJY2RrPkXlpSER3mUTC4H_kCE&q=GOD%E2%80%99S+FAVOUR+ROOFING+HUB%2C+No+50%2F52+Abeokuta+Expressway%2C+Cement+Lagos+NG%2C+B%2FStop%2C+Union+Rd%2C+Dopemu+100283%2C+Agege%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,,,https://api.whatsapp.com/send?phone=2348128926408,"roofing_contractor, point_of_interest, establishment",+234 812 892 6408
,ChIJp69PQkSbOxAR_8yt2lkOmQE,,Roofing Service,"34, Unity Drive Street. Idimu Titun, Alimosho 100001, Lagos, Nigeria","34, Unity Drive Street. Idimu Titun, Lagos",115139044558359807,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSX1mtYL8f3jCPWwGO9yCiCJlbi8LikmuJMew,"Lagos, LA 100001",6FR5H6RV+C7,Not Available,Not Available,https://maps.google.com/?cid=115139044558359807,6.591107499999999,3.2432469,https://search.google.com/local/reviews?placeid=ChIJp69PQkSbOxAR_8yt2lkOmQE&q=Roofing+Service%2C+34%2C+Unity+Drive+Street.+Idimu+Titun%2C+Alimosho+100001%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,,,,"roofing_contractor, point_of_interest, establishment",
,ChIJewsdy4WJOxARS5zoNrCzkS4,,Roofing service,"5 onyeogazilu str Ijegun Satellite Town 5 Oriade, Satellite Town 102262, Lagos, Nigeria","5 onyeogazilu str Ijegun Satellite Town 5 Oriade, Lagos",3355660766784560203,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSX1mtYL8f3jCPWwGO9yCiCJlbi8LikmuJMew,"Lagos, LA 102262",6FR5C7W8+VH,Not Available,Not Available,https://maps.google.com/?cid=3355660766784560203,6.4471795,3.2664876,https://search.google.com/local/reviews?placeid=ChIJewsdy4WJOxARS5zoNrCzkS4&q=Roofing+service%2C+5+onyeogazilu+str+Ijegun+Satellite+Town+5+Oriade%2C+Satellite+Town+102262%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,,,,"roofing_contractor, point_of_interest, establishment",
0805 351 7680,ChIJbepcl0yTOxARLBI5DoV-FeM,,Adenat Roofing Construction Ltd,"Toll gate, 2 Adebiyi St, Toll-gate 105102, Lagos, Nigeria","Toll gate, 2 Adebiyi Street, Lagos",16363123931054936620,https://lh3.googleusercontent.com/places/ANJU3DtLpA6Se4z75VhfuKd0_a0vkR3XyIsyUPetKNY22aHvs42tcrK6kaZOdUBCQ6_vPEWWoVagDJ2sPLAIWxdD-bJDQcDhdNTF3dk=s1600-w400,"Lagos, LA 105102",6FR5J9JQ+96,,Not Available,https://maps.google.com/?cid=16363123931054936620,6.6309129,3.3880475,https://search.google.com/local/reviews?placeid=ChIJbepcl0yTOxARLBI5DoV-FeM&q=Adenat+Roofing+Construction+Ltd%2C+Toll+gate%2C+2+Adebiyi+St%2C+Toll-gate+105102%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,5,1,https://adenat-roofing-construction-ltd.business.site/?utm_source=gmb&utm_medium=referral,"roofing_contractor, point_of_interest, establishment",+234 805 351 7680
(888) 219-7663,ChIJA2dmOJtEkFQRsBz_8lLnOUg,,Sound Roofing Systems,"823 SW 152nd St, Seattle, WA 98166, USA","823 Southwest 152nd Street, Seattle",5204445187853458608,https://lh3.googleusercontent.com/places/ANJU3Du6L-BFu1U6PnqY2dn-rk_6nVilTVTKZ-bLgb-mjg3XARk01qXZD_t3MJB0kM0YBVH67WMkK_AqX2m_hWR5AkURmotVc5LaJKQ=s1600-w400,"Seattle, WA 98166",84VVFM83+MQ,,"Monday: [8:00 AM – 4:00 PM], Tuesday: [8:00 AM – 4:00 PM], Wednesday: [8:00 AM – 4:00 PM], Thursday: [8:00 AM – 4:00 PM], Friday: [8:00 AM – 4:00 PM], Saturday: [Closed], Sunday: [Closed]",https://maps.google.com/?cid=5204445187853458608,47.4667022,-122.3455684,https://search.google.com/local/reviews?placeid=ChIJA2dmOJtEkFQRsBz_8lLnOUg&q=Sound+Roofing+Systems%2C+823+SW+152nd+St%2C+Seattle%2C+WA+98166%2C+USA&authuser=0&hl=en&gl=US,3.3,23,http://www.soundroofing.com/,"roofing_contractor, general_contractor, point_of_interest, establishment",+1 888-219-7663
0803 301 8217,ChIJQ2q1F6-TOxAR07LHKWgKHEE,,Catena Roofing Ltd.,"Anthony Village, 19b Bush St, Maryland 105102, Lagos, Nigeria","Anthony Village, 19b Bush Street, Lagos",4691636354307044051,https://lh3.googleusercontent.com/places/ANJU3DsJgXXh2eOATzqFwYhOONhIhqWhe_Ip04BEyioi7UGA_abg4SgE1VFQG8S3qJLXKTV0_QMGqNVfXIek3XnctemKN_t30ndBKn4=s1600-w400,"Lagos, LA 105102",6FR5H989+FM,,"Monday: [8:00 AM – 6:00 PM], Tuesday: [8:00 AM – 6:00 PM], Wednesday: [8:00 AM – 6:00 PM], Thursday: [8:00 AM – 6:00 PM], Friday: [8:00 AM – 6:00 PM], Saturday: [Closed], Sunday: [Closed]",https://maps.google.com/?cid=4691636354307044051,6.566153299999999,3.3691604,https://search.google.com/local/reviews?placeid=ChIJQ2q1F6-TOxAR07LHKWgKHEE&q=Catena+Roofing+Ltd.%2C+Anthony+Village%2C+19b+Bush+St%2C+Maryland+105102%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,4.8,10,https://catenaroofingng.business.site/?utm_source=gmb&utm_medium=referral,"roofing_contractor, point_of_interest, establishment",+234 803 301 8217
(206) 367-7663,ChIJ07S-I9ATkFQRc1I9yt9u4mc,,Sharp Roofing,"10723 Exeter Ave NE, Seattle, WA 98125, USA","10723 Exeter Avenue Northeast, Seattle",7485667438092964467,https://lh3.googleusercontent.com/places/ANJU3DuqU4YYx0QIoJaR_YNkKZNF9HUYJ9oVZ8AN8C5rfO59xnohbOKv6jwr-6sfwpkT775XULzKLna31yEDeDV44nbcn9mncCuABqU=s1600-w400,"Seattle, WA 98125",84VVPP5C+8W,Facebook:  https://www.facebook.com/sharp.roofing/   ,"Monday: [8:00 AM – 6:00 PM], Tuesday: [8:00 AM – 6:00 PM], Wednesday: [8:00 AM – 6:00 PM], Thursday: [8:00 AM – 6:00 PM], Friday: [8:00 AM – 6:00 PM], Saturday: [8:00 AM – 6:00 PM], Sunday: [Closed]",https://maps.google.com/?cid=7485667438092964467,47.7082762,-122.2776895,https://search.google.com/local/reviews?placeid=ChIJ07S-I9ATkFQRc1I9yt9u4mc&q=Sharp+Roofing%2C+10723+Exeter+Ave+NE%2C+Seattle%2C+WA+98125%2C+USA&authuser=0&hl=en&gl=US,4.2,56,https://sharproofing.com/,"roofing_contractor, point_of_interest, establishment",+1 206-367-7663
(425) 287-1480,ChIJBfIbcHCnmlQRVPz958zrGXM,,Lifetime Flat Roofs,"11335 NE 122nd Way Suite 105, Kirkland, WA 98034, USA","11335 Northeast 122nd Way Suite 105, Kirkland",8293919454077516884,https://lh3.googleusercontent.com/places/ANJU3DsYkjBUDocnna0QQNKMTtrAoangTVnlK-fSaSMPWmN3Q98L10QDshnhyWUF6vIevK_N0_XhGObkWG6ZMO4iplgv4DHkaQ6z50U=s1600-w400,"Kirkland, WA 98034",84VVPR56+G6,,"Monday: [Open 24 hours], Tuesday: [Open 24 hours], Wednesday: [Open 24 hours], Thursday: [Open 24 hours], Friday: [Open 24 hours], Saturday: [Open 24 hours], Sunday: [Open 24 hours]",https://maps.google.com/?cid=8293919454077516884,47.7087506,-122.1893789,https://search.google.com/local/reviews?placeid=ChIJBfIbcHCnmlQRVPz958zrGXM&q=Lifetime+Flat+Roofs%2C+11335+NE+122nd+Way+Suite+105%2C+Kirkland%2C+WA+98034%2C+USA&authuser=0&hl=en&gl=US,4.4,31,https://www.lifetimeflatroofs.com/,"roofing_contractor, point_of_interest, establishment",+1 425-287-1480
0816 464 0005,ChIJ-f2rgrCXOxAR3OsG2shIwIQ,,Carpentry,"Suberu Oje Rd, Alagbado 102213, Lagos, Nigeria","Suberu Oje Road, Lagos",9565725636023479260,https://lh3.googleusercontent.com/places/ANJU3Dthbjn2h3W1Pbb_Q3cP622_o28daZYji5s4Fym4J-B64FZHBI-_hyMqLXBqCOMm7ZrQQQbqBmQyzUXYsDfiLhqYaRHU_uC3v7Q=s1600-w400,"Lagos, LA 102213",6FR5M789+H5,,"Monday: [8:00 AM – 6:00 PM], Tuesday: [8:00 AM – 6:00 PM], Wednesday: [8:00 AM – 6:00 PM], Thursday: [8:00 AM – 6:00 PM], Friday: [8:00 AM – 6:00 PM], Saturday: [8:00 AM – 6:00 PM], Sunday: [Closed]",https://maps.google.com/?cid=9565725636023479260,6.666451400000001,3.2679537,https://search.google.com/local/reviews?placeid=ChIJ-f2rgrCXOxAR3OsG2shIwIQ&q=Carpentry%2C+Suberu+Oje+Rd%2C+Alagbado+102213%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,,,https://carpentry-roofing-contractor.business.site/?utm_source=gmb&utm_medium=referral,"roofing_contractor, point_of_interest, establishment",+234 816 464 0005
0813 955 4028,ChIJb1Er1B2HOxARkKeJOijyJLI,,Olumond Roofing,"Suite 138, Doyin Complex, L.G.A, Lagos - Badagry Expy, Ojo 102101, Lagos, Nigeria","L.G.A, Suite 138, Doyin Complex, Lagos - Badagry Expressway, Lagos",12836651092507469712,https://lh3.googleusercontent.com/places/ANJU3DvmphO3dXQl43OdwIi50Ed3lBpCf13cWBf5sSMcFfu75K0VVu_HbXTnysOwUzIjWhPzkRrNPVkdvVERCH45DbvF5oYAKSLsyvU=s1600-w400,"Lagos, LA 102101",6FR5F5FP+W2,,"Monday: [9:00 AM – 5:00 PM], Tuesday: [9:00 AM – 5:00 PM], Wednesday: [9:00 AM – 5:00 PM], Thursday: [9:00 AM – 5:00 PM], Friday: [9:00 AM – 5:00 PM], Saturday: [9:30 AM – 5:00 PM], Sunday: [Closed]",https://maps.google.com/?cid=12836651092507469712,6.4747638,3.1851132,https://search.google.com/local/reviews?placeid=ChIJb1Er1B2HOxARkKeJOijyJLI&q=Olumond+Roofing%2C+Suite+138%2C+Doyin+Complex%2C+L.G.A%2C+Lagos+-+Badagry+Expy%2C+Ojo+102101%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,5,1,https://olumondroofing.com/,"roofing_contractor, point_of_interest, establishment",+234 813 955 4028
(206) 261-3683,ChIJK-9QkctckFQRaXN_Hx5A2BI,info@foreverroofing.net,Forever Roofing,"5023 S 144th St, Tukwila, WA 98168, USA","5023 South 144th Street, Tukwila",1357905785773847401,https://lh3.googleusercontent.com/places/ANJU3DuEJuuHkpITyJUGv1STP60TV398G4FO3Nxf6DkAX7OwZFl4xzuPfkjKEjRFmbUkdvNfSlBVZPb90oxKgOsaLheFB8fNs-eWmbA=s1600-w400,"Tukwila, WA 98168",84VVFPFH+HJ,Facebook:  https://www.facebook.com/FOREVERROOFINGSEATTLE/   ,"Monday: [8:00 AM – 6:00 PM], Tuesday: [8:00 AM – 6:00 PM], Wednesday: [8:00 AM – 6:00 PM], Thursday: [8:00 AM – 6:00 PM], Friday: [8:00 AM – 6:00 PM], Saturday: [8:00 AM – 5:00 PM], Sunday: [Closed]",https://maps.google.com/?cid=1357905785773847401,47.47389330000001,-122.2708868,https://search.google.com/local/reviews?placeid=ChIJK-9QkctckFQRaXN_Hx5A2BI&q=Forever+Roofing%2C+5023+S+144th+St%2C+Tukwila%2C+WA+98168%2C+USA&authuser=0&hl=en&gl=US,4.9,215,http://foreverroofing.net/,"roofing_contractor, point_of_interest, establishment",+1 206-261-3683
(425) 449-2878,ChIJTdvhtHQTkFQRYN2SbSPkYt8,contact@atraxroofandgutter.com,Atrax Roof & Gutter,"11335 NE 122nd Way Suite 105, Kirkland, WA 98034, USA","11335 Northeast 122nd Way Suite 105, Kirkland",16096678858988903776,https://lh3.googleusercontent.com/places/ANJU3DsK_IMwQqXzSSqI8rSojZxxLMDz78UnfFpg_vm0AB1LOK1xasHINV3To7sslHgMKFhb5FJmZKW0VjBAgY9Ri8J8t-9idNDsq5c=s1600-w400,"Kirkland, WA 98034",84VVPR56+G9,,"Monday: [Open 24 hours], Tuesday: [Open 24 hours], Wednesday: [Open 24 hours], Thursday: [Open 24 hours], Friday: [Open 24 hours], Saturday: [7:00 AM – 6:00 PM], Sunday: [Closed]",https://maps.google.com/?cid=16096678858988903776,47.7088167,-122.189014,https://search.google.com/local/reviews?placeid=ChIJTdvhtHQTkFQRYN2SbSPkYt8&q=Atrax+Roof+%26+Gutter%2C+11335+NE+122nd+Way+Suite+105%2C+Kirkland%2C+WA+98034%2C+USA&authuser=0&hl=en&gl=US,4.9,58,http://www.atraxroofandgutter.com/,"roofing_contractor, general_contractor, point_of_interest, establishment",+1 425-449-2878
(206) 542-6692,ChIJvzS14yQRkFQRpQdV6Ov9Ry4,dave@johnsonroof.com,Johnson Roofing & Gutters,"14309 Midvale Ave N, Seattle, WA 98133, USA","14309 Midvale Avenue North, Seattle",3334913238748170149,https://lh3.googleusercontent.com/places/ANJU3DtaG9s5z1iaHGv1aHJBtXGsdfUEqfdkPHApnO6YTRk6aCoQtjUgG3mS2IpNCkM5-NqVnzepmiExW9otedS8fMTzLoRqEiyOSEg=s1600-w400,"Seattle, WA 98133",84VVPMM4+36,,"Monday: [8:00 AM – 7:00 PM], Tuesday: [8:00 AM – 7:00 PM], Wednesday: [8:00 AM – 7:00 PM], Thursday: [8:00 AM – 7:00 PM], Friday: [8:00 AM – 7:00 PM], Saturday: [8:00 AM – 7:00 PM], Sunday: [Closed]",https://maps.google.com/?cid=3334913238748170149,47.7326975,-122.3444169,https://search.google.com/local/reviews?placeid=ChIJvzS14yQRkFQRpQdV6Ov9Ry4&q=Johnson+Roofing+%26+Gutters%2C+14309+Midvale+Ave+N%2C+Seattle%2C+WA+98133%2C+USA&authuser=0&hl=en&gl=US,4.6,9,http://www.johnsonroof.com,"roofing_contractor, point_of_interest, establishment",+1 206-542-6692
